"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ministério de Origem da Emenda";"Número da Emenda Parlamentar";"Ano da Emenda";"Deputado";"Ação do Programa de Governo";"COD_SUBFONTE_RECURSO";"num_codigo";"Valor Orçado Inicial";"Valor Orçado Atual";"Valor Empenhado Total";"Valor Liquidado Total";"Valor Pago"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"MF";"24680017";"2024 ";" Lídice da Mata";"Assistência Técnica a Aquicultor";"600065";"2026.3.10.10501.417.6608.600065.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Agência Estadual de Defesa Agropecuária da Bahia";"ADAB";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Realização de Ação de Educação Sanitária";"600046";"2023.3.10.10301.304.6166.600046.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MF";"09032025-076333";"";"2025";"Distribuição de Equipamento";"600098";"2026.3.10.10101.417.7385.600098.6";"0,00";"9900000,00";"7523675,36";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"MF";"27510008";"2023";" Waldenor Preira";"Educação do Campo e Desenvolvimento";"600042";"2024.3.11.11301.424.4048.600042.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"28710017";"2024 ";" Afonso Florenc";"Distribuição de Equipamento de Apoio";"600073";"2026.3.18.18401.417.1399.600073.6";"0,00";"1609006,00";"219960,00";"219960,00";"219960,00"
"2022";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"91910007";"2021 ";" Zé Neto";"Ampliação e Renovação da Frota";"600020";"2022.3.20.20801.314.7873.600020.6";"0,00";"480000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"ME";"91910004";"2022 ";" Zé Neto";"Recuperação de Acesso";"600038";"2023.3.24.24801.309.7911.600038.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MAPA";"09032025-077153 ";"";" 2025";"Implantação de Unidade Comercialização";"600113";"2026.3.10.10101.417.7244.600113.6";"0,00";"396000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Implantação de Equipamento Urbano";"600005";"2025.3.26.26101.419.1158.600005.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"13390010";"2022 ";" Daniel Almeida";"Requalificação de Equipamento Urbano";"600030";"2025.3.26.26401.419.5183.600030.6";"0,00";"230000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"40800017";"2023";" Jaques Wagner";"Apoio ao Neojibá";"600052";"2023.3.38.38101.300.6953.600052.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Distribuição de Equipamento";"600006";"2022.3.10.10101.304.7385.600006.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2026";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"36940011";"2024 ";" Jorge Solla";"Apoio Técnico e Financeiro a Entidade";"600066";"2026.3.38.38101.400.2170.600066.6";"0,00";"3400000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910007";"2021 ";" Zé Neto";"Recuperação de Equipamento";"600020";"2023.3.21.21301.305.1009.600020.6";"0,00";"218674,00";"76082,65";"76082,65";"76082,65"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"40720004";"2021 ";" Tito";"Capacitação Social e Profissional";"600021";"2022.3.21.21101.308.1793.600021.6";"0,00";"450000,00";"450000,00";"450000,00";"450000,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio a Geração de Trabalho e Renda";"600027";"2023.3.21.21101.308.5917.600027.6";"0,00";"350000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"91910004";"2022 ";" Zé Neto";"Requalificação de Equipamento Urbano";"600038";"2025.3.26.26401.419.5183.600038.6";"0,00";"1536250,00";"1023618,33";"1023618,33";"1023618,33"
"2023";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"ME";"27510006";"2022 ";" Waldenor Perei";"Apoio a Evento de Interesse Turístico";"600025";"2023.3.32.32802.303.5893.600025.6";"0,00";"600000,00";"550000,00";"550000,00";"550000,00"
"2024";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"ME";"24680012";"2022 ";" Lídice da Mata";"Infraestrutura em Unidade Universitária";"600031";"2024.3.11.11303.424.7867.600031.6";"0,00";"17052,00";"17052,00";"17052,00";"17052,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"35680005";"2021 ";" Paulo Magalhãe";"Aquisição de Equipamento para o Sistema";"600018";"2025.3.20.20801.437.7877.600018.6";"0,00";"12700,00";"12543,13";"12543,13";"12543,13"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"13390008";"2021 ";" Daniel Almeida";"Distribuição de Equipamento de Apoio";"600004";"2021.3.18.18401.304.1399.600004.6";"0,00";"215000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Ministério da Economia";"27510007";"2020";"Não Informado";"Infraestrutura em Unidade Universitária";"600002";"2020.3.11.11301.306.7867.600002.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Equipamento Urbano";"600020";"2026.3.26.26101.419.1158.600020.6";"0,00";"359662,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"13390010";"2022 ";" Daniel Almeida";"Implantação de Infraestrutura Viária";"600030";"2023.3.26.26401.305.1162.600030.6";"0,00";"600000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"27500003";"2021 ";" Valmir Assunçã";"Requalificação de Equipamento Cultural";"600007";"2021.3.22.22301.302.7857.600007.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"MGISP";"27500002";"2023";"Valmir Assunção";"Gestão Acadêmica de Curso";"600047";"2024.3.11.11301.424.2443.600047.6";"0,00";"1000000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Melhoria da Proficiência";"600031";"2022.3.11.11101.306.5266.600031.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MF";"36940011";"2024 ";" Jorge Solla";"Apoio Técnico e Financeiro a Projeto";"600066";"2025.3.30.30101.426.3289.600066.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Funcionamento de Unidade Cultural";"600046";"2024.3.22.22101.406.6903.600046.6";"0,00";"102934,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13390008";"2021 ";" Daniel Almeida";"Promoção de Atividade de Esporte";"600004";"2023.3.21.21301.308.5793.600004.6";"0,00";"90632,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"41660001";"2024";" Pastor Isidório";"Aparelhamento de Unidade do Poder Execut";"600062";"2025.3.38.38101.446.3194.600062.6";"0,00";"1730000,00";"773356,66";"153348,16";"153348,16"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio a Geração de Trabalho e Renda";"600027";"2026.3.21.21101.413.5917.600027.6";"0,00";"155743,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"27500006";"2022 ";" Valmir Assunçã";"Implantação de Equipamento Urbano";"600032";"2023.3.26.26401.305.1158.600032.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Assessoria de Planejamento e Gestão - SEADES";"APG";"MF";"91910001";"2023";" Zé Neto";"Aparelhamento de Central de Distribuição";"600056";"2024.3.39.39101.403.5445.600056.6";"0,00";"1330360,00";"1311110,64";"1311110,64";"1311110,64"
"2024";"Secretaria da Educação";"SEC";"Instituto de Radiodifusão Educativa da Bahia";"IRDEB";"MGISP";"36940005";"2023 ";" Jorge Solla";"Modernização tecnológica do IRDEB";"600053";"2024.3.11.11201.422.7536.600053.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910004";"2022 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600038";"2026.3.18.18401.417.1399.600038.6";"0,00";"110945,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"91919910";"2024";" zé Neto";"Apoio a Evento de Interesse Turístico";"600057";"2025.3.32.32802.411.5893.600057.6";"0,00";"2980000,00";"2947500,00";"2787500,00";"2787500,00"
"2023";"Secretaria de Cultura";"SECULT";"Fundação Pedro Calmon - Centro de Memória e Arquivo Público da Bahia";"FPC-AP";"ME";"24680012";"2022 ";" Lídice da Mata";"Modernização de Órgão Público";"600031";"2023.3.22.22202.315.7950.600031.6";"0,00";"12853,00";"12662,69";"12662,69";"12662,69"
"2025";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MF";"28710017";"2024 ";" Afonso Florenc";"Implantação de Espaço de Ciência";"600073";"2025.3.28.28101.405.5649.600073.6";"0,00";"2200000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"MF";"35680004";"2024 ";"Paulo Magalhães";"Recuperação de Acesso";"600069";"2026.3.24.24801.432.7911.600069.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"27510004";"2021 ";" Waldenor Perei";"Projeto Escolas Culturais";"600009";"2021.3.11.11101.306.5258.600009.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"MF";"41280021";"2024";"Raimundo Costa";"Ampliação e Renovação da Frota";"600071";"2026.3.20.20801.437.7873.600071.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910004";"2022 ";" Zé Neto";"Promoção de Atividade de Esporte";"600038";"2022.3.21.21301.303.5779.600038.6";"0,00";"250000,00";"250000,00";"250000,00";"250000,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"24710002";"2023";"Sérgio Brito";"Construção de Equipamento";"600048";"2024.3.21.21301.414.7882.600048.6";"0,00";"450000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"MAPA";"36940005";"2022 ";" Jorge Solla";"Distribuição de Equipamentos de Pesca";"600036";"2024.3.10.10501.417.5916.600036.6";"0,00";"64000,50";"64000,50";"44360,25";"44360,25"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio a Entidade";"600046";"2025.3.38.38101.400.4095.600046.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"ME";"36940001";"2021 ";" Jorge Solla";"Modernização de Órgão Público";"600006";"2023.3.10.10501.315.7950.600006.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Distribuição de Equipamento";"600031";"2025.3.10.10101.417.7385.600031.6";"0,00";"849000,00";"849000,00";"849000,00";"849000,00"
"2022";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600006";"2022.3.28.28101.301.7917.600006.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"13390020";"2024 ";" Daniel Almeid";"Construção de Equipamento";"600063";"2025.3.21.21301.414.7882.600063.6";"0,00";"866000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MGISP";"13310020";"2023 ";" Alice Portugal";"Implantação de Espaço de Ciência";"600043";"2025.3.28.28101.405.5649.600043.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"35680004";"2024 ";"Paulo Magalhães";"Distribuição de Equipamento de Apoio";"600069";"2025.3.18.18401.417.1399.600069.6";"0,00";"4385059,00";"3058054,35";"3058054,35";"3058054,35"
"2024";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"MAPA";"36940005";"2022 ";" Jorge Solla";"Recuperação de Acesso";"600036";"2024.3.24.24801.432.7911.600036.6";"0,00";"77283,00";"77000,00";"77000,00";"77000,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"13310007";"2024 ";" Alice Portugal";"Assistência Técnica a Empreendimento";"600060";"2026.3.21.21101.413.6672.600060.6";"0,00";"20000,00";"20000,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MGISP";"30510002";"2023 ";" Bacelar";"Recuperação de Infraestrutura Turística";"600040";"2025.3.32.32101.411.5491.600040.6";"0,00";"4000000,00";"1640247,28";"164679,04";"161520,37"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Implantação de Infraestrutura Hídrica";"600015";"2022.3.18.18401.312.5040.600015.6";"0,00";"850000,00";"835508,97";"835508,97";"835508,97"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"MF";"41660001";"2024";" Pastor Isidório";"Aparelhamento de Unidade Escolar";"600062";"2026.3.11.11101.425.7744.600062.6";"0,00";"5225055,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"MF";"41230001";"2024";"Otto Fillho";"Aquisição de Equipamento de Informática";"600072";"2026.3.20.20801.437.7875.600072.6";"0,00";"58980,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Apoio Técnico a Empreendedores Criativos";"600005";"2025.3.22.22101.408.7032.600005.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio à Comercialização Produção Rural";"600002";"2021.3.18.18401.304.7838.600002.6";"0,00";"151372,00";"143232,00";"143232,00";"143232,00"
"2024";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MGISP";"13310020";"2023 ";" Alice Portugal";"Implantação de Espaço de Ciência";"600043";"2024.3.28.28101.405.5649.600043.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Reforma de Unidade do Sistema";"600036";"2022.3.20.20101.314.7880.600036.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41230001";"2022 ";" Otto Filho";"Distribuição de Equipamento de Apoio";"600026";"2023.3.18.18401.304.1399.600026.6";"0,00";"550000,00";"549909,08";"549909,08";"549909,08"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"30510006";"2022 ";" Bacelar";"Capacitação de Ator Rural";"600034";"2023.3.18.18101.304.7289.600034.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MF";"13390020";"2024 ";" Daniel Almeid";"Apoio Técnico e Financeiro a Projeto";"600063";"2024.3.30.30101.426.3289.600063.6";"0,00";"350000,00";"350000,00";"350000,00";"350000,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720003";"2021 ";" Tito";"Construção de Equipamento";"600013";"2022.3.21.21301.305.7882.600013.6";"0,00";"1473417,00";"892398,04";"633131,23";"630422,28"
"2023";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"ME";"13310004";"2022 ";" Alice Portugal";"Infraestrutura em Unidade Universitária";"600027";"2023.3.11.11303.306.7867.600027.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41900003";"2021 ";" Joseildo Ramos";"Distribuição de Equipamento de Apoio";"600019";"2022.3.18.18401.304.1399.600019.6";"0,00";"2170000,00";"2156147,58";"2156147,58";"2156147,58"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"13620004";"2023";" Josias Gomes";"Distribuição de Equipamento de Apoio";"600045";"2023.3.18.18401.304.1399.600045.6";"0,00";"876989,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MF";"24680017";"2024 ";" Lídice da Mata";"Promoção de Evento na Área de Ciência";"600065";"2026.3.28.28101.405.1600.600065.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MAPA";"36940005";"2022 ";" Jorge Solla";"Recuperação de Equipamento";"600036";"2023.3.21.21301.305.1009.600036.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"";"MTUR/09032025";"2-085849SETUR";"Apoio à Realização de Evento";"600171";"2025.3.32.32101.411.3701.600171.6";"0,00";"3205590,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Administração";"SAEB";"Superintendência de Atendimento ao Cidadão";"SAC";"MF";"41900005";"2024";"Joseildo Ramos";"Implantação de Unidade do SAC";"600064";"2026.3.9.9801.442.1340.600064.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MIDR";"09032025-2-085767";"";"2025";"Distribuição de Equipamento de Apoio";"600155";"2026.3.18.18101.417.1399.600155.6";"0,00";"384112,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MDA";"09032025-076982 ";"";" 2025";"Distribuição de Equipamento de Apoio";"600089";"2026.3.18.18101.417.1399.600089.6";"0,00";"3078069,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Administração";"SAEB";"Superintendência de Atendimento ao Cidadão";"SAC";"MF";"41900005";"2024";"Joseildo Ramos";"Implantação de Unidade do SAC";"600064";"2025.3.9.9801.442.1340.600064.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"ME";"28710004";"2021 ";" Waldenor Perei";"Aparelhamento de Unidade Escolar";"600010";"2021.3.11.11601.306.7744.600010.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600036";"2024.3.28.28101.405.7917.600036.6";"0,00";"49486,00";"17335,02";"17335,02";"17335,02"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"41900001";"2023";" Joseildo Ramos";"Apoio a Evento de Interesse Turístico";"600050";"2024.3.32.32802.411.5893.600050.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Ministério da Economia";"27510007";"2020";"Não Informado";"Distribuição de Equipamento de Apoio";"600002";"2020.3.18.18401.304.1399.600002.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Equipamento Urbano";"600020";"2023.3.26.26101.305.1158.600020.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MF";"91919910";"2024";" zé Neto";"Implantação de Infraestrutura Viária";"600057";"2026.3.26.26101.419.1162.600057.6";"0,00";"6000000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Implantação de Espaço de Ciência";"600046";"2026.3.28.28101.405.5649.600046.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"40800012";"2022 ";" Jaques Wagner";"Distribuição de Equipamento de Apoio";"600028";"2025.3.18.18401.417.1399.600028.6";"0,00";"1859841,00";"1854210,94";"1854210,94";"1854210,94"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MDA";"09032025-2-088382";"";"2025";"Distribuição de Equipamento de Apoio";"600163";"2025.3.18.18401.417.1399.600163.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"91910004";"2022 ";" Zé Neto";"Implantação de Infraestrutura Viária";"600038";"2024.3.26.26401.419.1162.600038.6";"0,00";"700000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Aparelhamento de Unidade Escolar";"600020";"2023.3.11.11101.306.7744.600020.6";"0,00";"34750,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Apoio Técnico e Financeiro a Entidade";"600031";"2024.3.38.38101.400.2170.600031.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2020";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Ministério da Economia";"27510007";"2020";"Não Informado";"Realização de Evento Artístico-Cultural";"600002";"2020.3.22.22101.302.7986.600002.6";"0,00";"600000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910004";"2022 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600038";"2023.3.18.18401.304.1399.600038.6";"0,00";"400678,00";"0,00";"0,00";"0,00"
