"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500091";"  Mirela Macedo";"  Mirela Macedo";"2023.3.11.11101.306.5134.500091.5";"35200,00";"35200,00";"31860,60";"31860,60";"31860,60"
"2025";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Capacitação de Mulher";"500108";"  Olivia Santana";"  Olivia Santana";"2025.3.34.34101.430.5553.500108.5";"0,00";"30000,00";"30000,00";"30000,00";"30000,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Veículo para Transporte Escolar";"500107";"  Niltinho";"  Niltinho";"2025.3.11.11101.422.3390.500107.5";"0,00";"1265916,00";"1265914,95";"1265914,95";"1265914,95"
"2019";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2019.3.18.18401.206.1399.500089.5";"0,00";"286000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500070";"  Bobô";"  Bobô";"2026.3.21.21301.414.5793.500070.5";"1002000,00";"1002000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500003";"  Adolfo Viana";"  Adolfo Viana";"2017.3.11.11101.212.7528.500003.5";"169676,00";"169676,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500052";"  Rogério Andrade Filho";"  Rogério Andrade Filho";"2023.3.19.19601.313.5607.500052.5";"472030,00";"472030,00";"472030,00";"249190,26";"249190,26"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Distribuição de Uniforme para Estudante";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2020.3.11.11101.306.6530.500002.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2024.3.11.11601.425.7744.500097.5";"0,00";"137830,00";"137830,00";"137830,00";"137830,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500049";"  Pedro Tavares";"  Pedro Tavares";"2026.3.11.11101.422.6597.500049.5";"462000,00";"462000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500139";"  Raimundinho Da Jr";"  Raimundinho Da Jr";"2024.3.18.18401.417.1399.500139.5";"155000,00";"155000,00";"153700,00";"153700,00";"153700,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500051";"  Roberto Carlos";"  Roberto Carlos";"2024.3.19.19601.436.5607.500051.5";"115000,00";"855000,00";"855000,00";"506609,08";"506609,08"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2026.3.11.11101.425.7744.500038.5";"86154,00";"86154,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2024.3.11.11101.425.7744.500002.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2024.3.21.21301.414.5779.500038.5";"0,00";"11800,00";"11800,00";"11800,00";"11800,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarras";"500044";"  Neusa Cadore";"  Neusa Cadore";"2019.3.11.11101.212.6597.500044.5";"240000,00";"240000,00";"240000,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500044";"  Neusa Cadore";"  Neusa Cadore";"2024.3.11.11101.422.6597.500044.5";"280000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria do Meio Ambiente";"SEMA";"Assessoria de Planejamento e Gestão - SEMA";"APG";"Realização de Ação de Educação Ambiental";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2021.3.27.27101.310.5283.500074.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2020";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500108";"  Olivia Santana";"  Olivia Santana";"2020.3.21.21301.308.5793.500108.5";"0,00";"160000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500108";"  Olivia Santana";"  Olivia Santana";"2021.3.19.19601.313.7850.500108.5";"130000,00";"130000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro para a Melhoria";"500098";"  Hilton Coelho";"  Hilton Coelho";"2023.3.19.19601.313.3354.500098.5";"336000,00";"426000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio a Projeto";"500095";"  Dal";"  Dal";"2021.3.34.34101.311.5558.500095.5";"0,00";"152000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500007";"  Ângelo Coronel";"  Ângelo Coronel";"2018.3.18.18401.206.1399.500007.5";"373309,00";"373309,00";"303595,44";"303595,44";"303595,44"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500121";"  Cafu Barreto";"  Cafu Barreto";"2025.3.32.32101.411.3701.500121.5";"0,00";"2779412,00";"2779412,00";"2779412,00";"2779412,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Prevenção e Tratamento do Coronavírus";"500117";"  Paulo Câmara";"  Paulo Câmara";"2020.3.19.19601.313.5370.500117.5";"0,00";"402052,00";"401430,76";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500126";"  Felipe Duarte";"  Felipe Duarte";"2025.3.32.32802.411.5893.500126.5";"2721000,00";"1001000,00";"1001000,00";"1000000,00";"1000000,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500063";"  Zé Raimundo Fontes";"  Zé Raimundo Fontes";"2025.3.19.19601.436.5607.500063.5";"215485,00";"415485,00";"415485,00";"13820,00";"13820,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500018";"  Euclides Fernandes";"  Euclides Fernandes";"2025.3.19.19601.435.1099.500018.5";"1960000,00";"1680000,00";"1680000,00";"1106996,00";"1106996,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500056";"  Sidelvan Nóbrega";"  Sidelvan Nóbrega";"2018.3.11.11101.212.2984.500056.5";"376020,00";"201748,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Apoio à Realização de Evento Cultural";"500112";"  Robinson Almeida";"  Robinson Almeida";"2026.3.22.22101.406.7980.500112.5";"360000,00";"360000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2026.3.21.21301.414.5793.500038.5";"50000,00";"50000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500070";"  Bobô";"  Bobô";"2020.3.18.18401.304.7838.500070.5";"29018,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência para Funcionamento Unidade";"500137";"  Pancadinha";"  Pancadinha";"2026.3.11.11601.425.4223.500137.5";"562489,00";"312489,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500018";"  Euclides Fernandes";"  Euclides Fernandes";"2025.3.19.19601.436.5607.500018.5";"180530,00";"180530,00";"180530,00";"164863,40";"164863,40"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500063";"  Zé Raimundo Fontes";"  Zé Raimundo Fontes";"2025.3.18.18401.417.1399.500063.5";"752000,00";"752000,00";"751150,54";"751150,54";"751150,54"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500006";"  Ângela Sousa";"  Ângela Sousa";"2018.3.19.19601.200.1099.500006.5";"630000,00";"630000,00";"532901,30";"200242,50";"200242,50"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro para a Melhoria";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2021.3.19.19601.313.3354.500030.5";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Implantação de Academia de Saúde";"500102";"  Jusmari Oliveira";"  Jusmari Oliveira";"2020.3.19.19601.313.7510.500102.5";"800000,00";"800000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"Funcionamento do Conselho Estadual";"500112";"  Robinson Almeida";"  Robinson Almeida";"2023.3.38.38101.300.4747.500112.5";"0,00";"15020,00";"14923,17";"14923,17";"14923,17"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500122";"  Cláudia Oliveira";"  Cláudia Oliveira";"2025.3.19.19601.435.1099.500122.5";"980000,00";"600000,00";"600000,00";"553498,00";"553498,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500115";"  Zé Cocá";"  Zé Cocá";"2021.3.11.11101.306.2984.500115.5";"203700,00";"382200,00";"361080,00";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Projeto de Apoio";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2017.3.18.18401.206.1926.500038.5";"47600,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500034";"  Luiz Augusto";"  Luiz Augusto";"2022.3.11.11101.306.7528.500034.5";"498000,00";"498000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"Infraestrutura em Unidade Universitária";"500112";"  Robinson Almeida";"  Robinson Almeida";"2025.3.11.11303.424.7867.500112.5";"20000,00";"20000,00";"6925,12";"3540,00";"3540,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"Distribuição de Equipamento";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2023.3.10.10101.304.7385.500097.5";"0,00";"210000,00";"210000,00";"210000,00";"210000,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500047";"  Paulo Rangel";"  Paulo Rangel";"2021.3.11.11101.306.7744.500047.5";"0,00";"160,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500100";"  Júnior Muniz";"  Júnior Muniz";"2026.3.19.19601.435.1099.500100.5";"900000,00";"900000,00";"900000,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500028";"  Pastor José De Arimatéia";"  Pastor José De Arimatéia";"2017.3.11.11101.212.7528.500028.5";"265060,00";"265060,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"Apoio a Evento de Interesse Turístico";"500118";"  Josafá Marinho";"  Josafá Marinho";"2021.3.32.32801.303.5893.500118.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500139";"  Raimundinho Da Jr";"  Raimundinho Da Jr";"2025.3.18.18401.417.1399.500139.5";"1120000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Ampliação e Renovação da Frota";"500052";"  Rogério Andrade Filho";"  Rogério Andrade Filho";"2021.3.20.20801.314.7873.500052.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500047";"  Paulo Rangel";"  Paulo Rangel";"2019.3.11.11101.212.7531.500047.5";"392240,00";"392240,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500119";"  Ângelo Coronel Júnior";"  Ângelo Coronel Júnior";"2024.3.21.21301.414.5793.500119.5";"332400,00";"332400,00";"332400,00";"332400,00";"332400,00"
"2026";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência Financeira para Fanfarra";"500135";"  Matheus Ferreira";"  Matheus Ferreira";"2026.3.11.11601.422.4217.500135.5";"462000,00";"462000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2017.3.11.11101.212.7531.500019.5";"206980,00";"206980,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500062";"  Zé Neto";"  Zé Neto";"2018.3.18.18401.206.1399.500062.5";"373090,00";"373090,00";"139755,52";"139755,52";"139755,52"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500120";"  Binho Galinha";"  Binho Galinha";"2024.3.21.21301.414.5793.500120.5";"0,00";"432420,00";"432420,00";"432420,00";"432420,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500103";"  Kátia Oliveira";"  Kátia Oliveira";"2025.3.32.32101.411.3701.500103.5";"0,00";"2015035,00";"2015000,00";"2015000,00";"2015000,00"
"2026";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500028";"  José De Arimatéia";"  José De Arimatéia";"2026.3.32.32802.411.5893.500028.5";"780000,00";"0,00";"0,00";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500067";"  Alex De Piatã";"  Alex De Piatã";"2017.3.18.18401.206.1399.500067.5";"280000,00";"280000,00";"279598,14";"279598,14";"279598,14"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500051";"  Roberto Carlos";"  Roberto Carlos";"2024.3.19.19601.436.7850.500051.5";"720000,00";"540000,00";"540000,00";"513754,25";"513754,25"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.21.21301.414.5793.500098.5";"160000,00";"180000,00";"180000,00";"180000,00";"180000,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500042";"  Marquinho Viana";"  Marquinho Viana";"2018.3.19.19601.200.1099.500042.5";"490000,00";"490000,00";"466153,80";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500044";"  Neusa Cadore";"  Neusa Cadore";"2023.3.21.21301.308.5793.500044.5";"180000,00";"180000,00";"180000,00";"180000,00";"180000,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500055";"  Sandro Régis";"  Sandro Régis";"2023.3.11.11101.306.7744.500055.5";"270940,00";"336940,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2025.3.19.19601.435.2875.500069.5";"0,00";"50000,00";"50000,00";"50000,00";"50000,00"
"2021";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"Apoio a Evento de Interesse Turístico";"500100";"  Júnior Muniz";"  Júnior Muniz";"2021.3.32.32801.303.5893.500100.5";"450000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Infraestrutura em Unidade Universitária";"500020";"  Fátima Nunes";"  Fátima Nunes";"2024.3.11.11301.424.7867.500020.5";"0,00";"57500,00";"57498,99";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500119";"  Ângelo Coronel Filho";"  Ângelo Coronel Filho";"2025.3.18.18401.417.7838.500119.5";"207750,00";"0,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500070";"  Bobô";"  Bobô";"2020.3.19.19601.313.1099.500070.5";"505000,00";"505000,00";"496999,98";"177000,00";"177000,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500044";"  Neusa Cadore";"  Neusa Cadore";"2021.3.19.19601.313.1099.500044.5";"859000,00";"859000,00";"859000,00";"205000,00";"205000,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500127";"  Hassan";"  Hassan";"2026.3.18.18401.420.5040.500127.5";"39000,00";"39000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2023.3.11.11101.306.2984.500030.5";"338000,00";"272000,00";"272000,00";"272000,00";"272000,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro a Município";"500020";"  Fátima Nunes";"  Fátima Nunes";"2021.3.19.19601.313.3350.500020.5";"253748,00";"253748,00";"0,00";"0,00";"0,00"
