"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2022.3.19.19601.313.7850.500097.5";"350000,00";"350000,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2019.3.19.19601.200.7850.500087.5";"100000,00";"100000,00";"94800,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500063";"  Zé Raimundo";"  Zé Raimundo";"2017.3.11.11101.212.7531.500063.5";"206980,00";"206980,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500024";"  Ivana Bastos";"  Ivana Bastos";"2023.3.11.11101.306.7528.500024.5";"0,00";"132000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500094";"  Capitão Alden";"  Capitão Alden";"2022.3.26.26601.305.5112.500094.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2019";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"Funcionamento do Conselho Estadual";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2019.3.12.12101.215.4747.500089.5";"0,00";"76000,00";"46891,59";"40248,59";"3762,09"
"2025";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"Infraestrutura em Unidade Universitária";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.11.11303.424.7867.500098.5";"25000,00";"53000,00";"39978,91";"27896,41";"27896,41"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio a Município na Implantação";"500102";"  Jusmari Oliveira";"  Jusmari Oliveira";"2022.3.19.19601.313.7510.500102.5";"440000,00";"440000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500140";"  Ricardo Rodrigues";"  Ricardo Rodrigues";"2025.3.32.32802.411.5893.500140.5";"2257072,00";"2257072,00";"2257000,00";"2257000,00";"2257000,00"
"2026";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio a Ações da Rede de Prevenção";"500051";"  Roberto Carlos";"  Roberto Carlos";"2026.3.34.34101.429.3185.500051.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2019";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"Apoio a Evento de Interesse Turístico";"500046";"  Paulo Camera";"  Paulo Camera";"2019.3.32.32801.210.5893.500046.5";"65020,00";"65020,00";"65020,00";"65020,00";"65020,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500042";"  Marquinho Viana";"  Marquinho Viana";"2020.3.19.19601.313.1099.500042.5";"620000,00";"620000,00";"479999,97";"0,00";"0,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500083";"  Pablo Barrozo";"  Pablo Barrozo";"2019.3.19.19601.200.1099.500083.5";"498900,00";"498900,00";"270454,80";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500051";"  Roberto Carlos";"  Roberto Carlos";"2021.3.18.18401.304.1399.500051.5";"295200,00";"295200,00";"295200,00";"295200,00";"295200,00"
"2018";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Recuperação de Equipamento";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2018.3.21.21301.217.1009.500038.5";"78960,00";"78960,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2024.3.19.19601.435.1099.500087.5";"3080000,00";"3080000,00";"3080000,00";"2832668,00";"2832668,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Realização do Projeto de Fortalecimento";"500063";"  Zé Raimundo";"  Zé Raimundo";"2021.3.11.11101.306.6598.500063.5";"50000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"Apoio a Geração de Trabalho e Renda";"500136";"  Pablo Roberto";"  Pablo Roberto";"2024.3.21.21101.413.5917.500136.5";"26000,00";"26000,00";"25200,00";"25200,00";"25200,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade de Educação";"500112";"  Robinson Almeida";"  Robinson Almeida";"2021.3.11.11601.306.5134.500112.5";"28000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500001";"  Aderbal Caldas";"  Aderbal Caldas";"2021.3.11.11601.306.7744.500001.5";"0,00";"13600,00";"13600,00";"13600,00";"13600,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500020";"  Fátima Nunes";"  Fátima Nunes";"2022.3.11.11101.306.5134.500020.5";"502800,00";"502800,00";"213406,12";"61156,12";"61156,12"
"2018";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Apoio à Realização de Evento Cultural";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2018.3.22.22101.202.7980.500074.5";"50000,00";"50000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2023.3.21.21301.308.5793.500030.5";"174200,00";"174200,00";"0,00";"0,00";"0,00"
"2020";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"Apoio a Evento de Interesse Turístico";"500095";"  Dal";"  Dal";"2020.3.32.32801.303.5893.500095.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Assessoria de Planejamento e Gestão - SEADES";"APG";"Alimento da Agricultura Familiar";"500070";"  Bobô";"  Bobô";"2024.3.39.39101.403.3319.500070.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Projeto de Apoio";"500006";"  Ângela Sousa";"  Ângela Sousa";"2017.3.18.18401.206.1926.500006.5";"42000,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500139";"  Raimundinho Da Jr";"  Raimundinho Da Jr";"2026.3.19.19601.435.2875.500139.5";"5162490,00";"5162490,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500111";"  Pastor Tom";"  Pastor Tom";"2020.3.11.11101.306.2984.500111.5";"388000,00";"388000,00";"387264,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Infraestrutura Viária";"500126";"  Felipe Duarte";"  Felipe Duarte";"2024.3.26.26401.419.1162.500126.5";"0,00";"456000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aquisição de Equipamento para o Sistema";"500138";"  Patrick Lopes";"  Patrick Lopes";"2026.3.20.20801.437.7877.500138.5";"50000,00";"50000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Instituto Anísio Teixeira";"IAT";"Espaço de Aprendizagem Criativo";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2026.3.11.11801.425.5293.500069.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500001";"  Aderbal Caldas";"  Aderbal Caldas";"2023.3.11.11101.306.2984.500001.5";"676000,00";"544000,00";"544000,00";"544000,00";"544000,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500082";"  Marcell Moraes";"  Marcell Moraes";"2019.3.11.11101.212.7744.500082.5";"13140,00";"6120,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500070";"  Bobô";"  Bobô";"2023.3.11.11101.306.7744.500070.5";"12300,00";"438838,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"Apoio a Entidade";"500143";"  Radiovaldo Costa";"  Radiovaldo Costa";"2026.3.38.38101.400.4095.500143.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500028";"  Pastor José De Arimatéia";"  Pastor José De Arimatéia";"2017.3.18.18401.206.1399.500028.5";"26370,00";"26370,00";"26200,00";"26200,00";"26200,00"
"2021";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Ampliação de Unidade Escolar da Educação";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2021.3.20.20801.306.7531.500019.5";"52100,00";"52100,00";"43917,60";"19692,46";"19692,46"
"2017";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500009";"  Bira Corôa";"  Bira Corôa";"2017.3.19.19601.200.1099.500009.5";"0,00";"736800,00";"736224,92";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500013";"  Carlos Ubaldino";"  Carlos Ubaldino";"2022.3.11.11101.306.2984.500013.5";"237800,00";"0,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Funcionamento de Unidade Escolar";"500072";"  Eduardo Sales";"  Eduardo Sales";"2020.3.11.11601.306.6525.500072.5";"0,00";"51900,00";"51900,00";"51900,00";"51900,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2021.3.11.11601.306.7744.500089.5";"0,00";"17598,00";"17598,00";"17598,00";"17598,00"
"2026";"Secretaria de Cultura";"SECULT";"Fundação Pedro Calmon - Centro de Memória e Arquivo Público da Bahia";"FPC-AP";"Apoio à Realização de Evento Cultural";"500108";"  Olivia Santana";"  Olivia Santana";"2026.3.22.22202.406.7980.500108.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500032";"  Leur Lomanto Junior";"  Leur Lomanto Junior";"2017.3.11.11101.212.2984.500032.5";"386120,00";"386120,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Fundação Cultural do Estado da Bahia";"FUNCEB";"Apoio às Filarmônicas";"500088";"  Zó";"  Zó";"2024.3.22.22201.406.3696.500088.5";"0,00";"100000,00";"99972,00";"99972,00";"99972,00"
"2026";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Fundo Estadual de Assistência Social";"FEAS";"Implementação da Gestão do SUAS";"500138";"  Patrick Lopes";"  Patrick Lopes";"2026.3.39.39601.402.2284.500138.5";"490000,00";"490000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Apoio à Instituição Cultural";"500098";"  Hilton Coelho";"  Hilton Coelho";"2020.3.22.22101.302.2314.500098.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Revitalização de Mercado e Feira Livre";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2018.3.26.26401.203.7794.500089.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500075";"  Gika Lopes";"  Gika Lopes";"2018.3.11.11101.212.7531.500075.5";"372509,00";"372509,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"Apoio a Projeto de Empreendedorismo";"500141";"  Soane Galvão";"  Soane Galvão";"2025.3.30.30101.426.4699.500141.5";"0,00";"1000000,00";"1000000,00";"1000000,00";"1000000,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro para a Melhoria";"500101";"  Jurailton Santos";"  Jurailton Santos";"2025.3.19.19601.435.3354.500101.5";"1450020,00";"992020,00";"991874,93";"991874,93";"991874,93"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500079";"  Luciano Ribeiro";"  Luciano Ribeiro";"2018.3.19.19601.200.5607.500079.5";"65470,00";"65470,00";"46717,56";"46717,56";"46717,56"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2023.3.11.11101.306.2984.500089.5";"676000,00";"544000,00";"544000,00";"544000,00";"544000,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500051";"  Roberto Carlos";"  Roberto Carlos";"2021.3.19.19601.313.1099.500051.5";"900000,00";"900000,00";"900000,00";"615000,00";"205000,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500098";"  Hilton Coelho";"  Hilton Coelho";"2024.3.11.11601.425.7744.500098.5";"0,00";"503000,00";"503000,00";"503000,00";"503000,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500042";"  Marquinho Viana";"  Marquinho Viana";"2026.3.19.19601.436.5607.500042.5";"500000,00";"500000,00";"11212,65";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500104";"  Laerte Do Vando";"  Laerte Do Vando";"2024.3.19.19601.436.5607.500104.5";"315000,00";"315000,00";"315000,00";"97268,03";"97268,03"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500054";"  Rosemberg Pinto";"  Rosemberg Pinto";"2019.3.19.19601.200.5607.500054.5";"800000,00";"800000,00";"799881,72";"481854,60";"481854,60"
"2017";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Apoio ao Esporte e Lazer Comunitário";"500081";"  Manassés";"  Manassés";"2017.3.21.21301.217.5793.500081.5";"84498,00";"84498,00";"84051,60";"84051,60";"84051,60"
"2019";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500062";"  Zé Neto";"  Zé Neto";"2019.3.18.18401.206.7838.500062.5";"264000,00";"264000,00";"264000,00";"264000,00";"264000,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500103";"  Kátia Oliveira";"  Kátia Oliveira";"2021.3.11.11101.306.7744.500103.5";"452796,00";"452796,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500070";"  Bobô";"  Bobô";"2022.3.11.11101.306.7744.500070.5";"20420,00";"381486,00";"2074,00";"2074,00";"2074,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500106";"  Marcelinho Veiga";"  Marcelinho Veiga";"2021.3.11.11101.306.7744.500106.5";"22400,00";"14430,00";"5233,92";"2704,87";"2704,87"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500142";"  Vitor Azevedo";"  Vitor Azevedo";"2025.3.32.32802.411.5893.500142.5";"600000,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500141";"  Soane Galvão";"  Soane Galvão";"2025.3.11.11101.422.2984.500141.5";"824000,00";"0,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500001";"  Aderbal Caldas";"  Aderbal Caldas";"2017.3.11.11101.212.7531.500001.5";"206980,00";"206980,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500101";"  Jurailton Santos";"  Jurailton Santos";"2024.3.21.21301.414.5779.500101.5";"0,00";"60000,00";"60000,00";"60000,00";"60000,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500124";"  Emerson Penalva";"  Emerson Penalva";"2025.3.19.19601.436.7850.500124.5";"0,00";"200000,00";"200000,00";"0,00";"0,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500109";"  Osni Cardoso";"  Osni Cardoso";"2022.3.19.19601.313.7850.500109.5";"990000,00";"990000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2021.3.19.19601.313.1099.500080.5";"900000,00";"900000,00";"900000,00";"205000,00";"205000,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500054";"  Rosemberg Pinto";"  Rosemberg Pinto";"2021.3.11.11101.306.7744.500054.5";"0,00";"66120,00";"20693,40";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500091";"  Mirela Macedo";"  Mirela Macedo";"2023.3.11.11601.306.7744.500091.5";"0,00";"741180,00";"740724,40";"740724,40";"740724,40"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Veículo para Transporte Escolar";"500052";"  Rogério Andrade";"  Rogério Andrade";"2025.3.11.11101.422.3390.500052.5";"0,00";"843944,00";"843943,30";"843943,30";"843943,30"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Equipamento Urbano";"500129";"  Júnior Nascimento";"  Júnior Nascimento";"2024.3.26.26401.419.1158.500129.5";"800000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500020";"  Fátima Nunes";"  Fátima Nunes";"2024.3.18.18401.417.1399.500020.5";"1186000,00";"1186000,00";"1186000,00";"1186000,00";"1186000,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500037";"  Marcelo Nilo";"  Marcelo Nilo";"2019.3.11.11101.212.7744.500037.5";"1460,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500052";"  Rogério Andrade Filho";"  Rogério Andrade Filho";"2022.3.19.19601.313.1099.500052.5";"630000,00";"630000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro para a Melhoria";"500008";"  Augusto Castro";"  Augusto Castro";"2017.3.19.19601.200.3354.500008.5";"13386,00";"13386,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio ao aparelhamento";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2020.3.19.19601.313.3351.500002.5";"45000,00";"45000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Requalificação de Infraestrutura Viária";"500112";"  Robinson Almeida";"  Robinson Almeida";"2024.3.26.26401.419.5344.500112.5";"1000000,00";"1000000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Implementação de Núcleo de Iniciação";"500101";"  Jurailton Santos";"  Jurailton Santos";"2025.3.21.21301.414.4997.500101.5";"700000,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500046";"  Paulo Camera";"  Paulo Camera";"2018.3.19.19601.200.1099.500046.5";"490000,00";"490000,00";"366571,90";"66747,50";"66747,50"
"2020";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Infraestrutura Viária";"500111";"  Pastor Tom";"  Pastor Tom";"2020.3.26.26401.305.1162.500111.5";"114000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500043";"  Nelson Leal";"  Nelson Leal";"2024.3.19.19601.435.1099.500043.5";"3080000,00";"3080000,00";"3080000,00";"2798801,00";"2798801,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500051";"  Roberto Carlos";"  Roberto Carlos";"2024.3.20.20801.425.5354.500051.5";"145830,00";"145830,00";"120929,08";"120929,08";"120929,08"
"2025";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio a Projeto";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.34.34101.430.5558.500098.5";"26300,00";"26300,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2025.3.32.32101.411.3701.500074.5";"0,00";"471000,00";"441000,00";"441000,00";"441000,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência Financeira para Fanfarra";"500140";"  Ricardo Rodrigues";"  Ricardo Rodrigues";"2024.3.11.11601.422.4217.500140.5";"0,00";"280000,00";"280000,00";"280000,00";"280000,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.19.19601.436.7850.500098.5";"320000,00";"320000,00";"320000,00";"320000,00";"320000,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarras";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2019.3.11.11101.212.6597.500074.5";"174000,00";"174000,00";"161359,20";"109461,60";"0,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aquisição de Equipamento para o Sistema";"500116";"  Tiago Correia";"  Tiago Correia";"2024.3.20.20801.437.7877.500116.5";"0,00";"860000,00";"450559,91";"307165,24";"163673,31"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500070";"  Bobô";"  Bobô";"2018.3.19.19601.200.1099.500070.5";"425000,00";"425000,00";"366571,90";"200242,50";"200242,50"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2023.3.21.21301.308.5793.500038.5";"53500,00";"53500,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500129";"  Júnior Nascimento";"  Júnior Nascimento";"2025.3.19.19601.435.1099.500129.5";"2400000,00";"2400000,00";"2400000,00";"1660494,00";"1660494,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2021.3.19.19601.313.1099.500002.5";"443000,00";"443000,00";"443000,00";"205000,00";"205000,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2024.3.11.11101.425.7744.500080.5";"9500,00";"9500,00";"0,00";"0,00";"0,00"
